47.17023,27.53534
47.16708,27.5429
47.16614,27.54976
47.16544,27.55457
47.16206,27.55903
47.15914,27.55972
47.15599,27.56264
47.1526,27.56418
47.14667,27.55922
47.14526,27.53731
47.1464,27.52789
47.14573,27.52526
47.14093,27.53088
47.13836,27.52934
47.13135,27.55011
47.12761,27.54805
47.12575,27.54135
47.11827,27.53345
47.12002,27.54324
47.11815,27.54942
47.11161,27.558
47.11336,27.56332
47.11628,27.56538

47.11634,27.56564
47.11669,27.5677
47.11687,27.56916
47.11874,27.57113
47.11996,27.57019
47.12141,27.57095
47.1235,27.57071
47.12545,27.57028
47.12671,27.57212
47.12795,27.57284
47.1296,27.57405
47.13238,27.57533
47.1331,27.57766
47.13305,27.58238
47.13188,27.58547
47.12791,27.58452
47.12528,27.58281
47.12388,27.5841
47.12154,27.58401
47.12061,27.58658
47.12561,27.58958
47.12714,27.5907
47.1286,27.59233
47.12861,27.59525
47.12645,27.59688
47.12592,27.59809
47.12575,27.60126
47.12738,27.60504
47.12913,27.60675
47.12878,27.61062
47.12715,27.61199
47.12522,27.61448
47.12306,27.61645
47.12183,27.61817
47.11996,27.61757
47.1185,27.61851
47.11652,27.6204
47.11494,27.61826
47.11296,27.61791
47.11173,27.61971
47.11208,27.62203
47.11518,27.6228
47.11623,27.62504
47.11722,27.62658
47.11915,27.62984
47.12368,27.63198
47.12499,27.63439
47.12662,27.63722
47.12811,27.63672
47.12878,27.63212
47.12832,27.62996
47.12797,27.62798
47.12733,27.62258
47.12789,27.62062
47.12869,27.61992
47.12999,27.6171
47.13138,27.61529
47.13243,27.61409
47.13521,27.61122
47.13836,27.6192
47.13842,27.62246
47.13824,27.62735
47.13958,27.63379
47.14017,27.63551
47.13994,27.63988
47.13801,27.65242
47.13976,27.65774
47.14186,27.66014
47.14511,27.66287
47.15175,27.66152
47.15278,27.65079
47.15301,27.64589
47.15534,27.63639
47.15697,27.63141
47.15961,27.63062
47.16152,27.63172
47.16321,27.63097
47.16305,27.62761
47.1627,27.62541
47.15815,27.62658
47.15885,27.62401
47.16019,27.61929
47.16235,27.6192
47.16354,27.61845
47.16403,27.6153
47.16387,27.61139
47.1641,27.6077
47.16632,27.6077
47.16733,27.60703
47.16859,27.60598
47.16888,27.60389
47.17077,27.60077
47.17133,27.59884
47.17291,27.59869
47.17444,27.59826
47.1749,27.59598
47.17426,27.59432
47.17344,27.59255
47.17437,27.59075
47.17477,27.5891
47.17545,27.58775
47.17665,27.58697
47.17796,27.58688
47.18123,27.58204
47.18212,27.57599
47.18253,27.57049
47.18437,27.56961
47.19221,27.56321
47.19979,27.55652
47.19905,27.54709
47.1945,27.55114
47.19076,27.55045
47.19007,27.54673
47.18668,27.54581
47.18388,27.54787
47.1805,27.5489
47.18166,27.54504
47.18248,27.54221
47.18376,27.53886
47.18335,27.53534
47.18172,27.53577
47.17805,27.53466
47.17618,27.53586
47.17542,27.53441
47.17334,27.53069
47.17018,27.53549
